Textbox_value,Field1,Player,player_url,name,age,position,height_cm,weight_kg,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS_,AerialsWon,MotM,Rating
18685,Premier League - 2020/2021,	3,https://www.whoscored.com/Players/300299/Show/Marcus-Rashford,Marcus Rashford,25,",  AM(CLR),FW  ",180,70,33(4),2928	,11	,9	,4	,-	,2.1	,82.1	,0.7	,3	,7.13
18685,Premier League - 2020/2021,	4,https://www.whoscored.com/Players/97752/Show/Paul-Pogba,Paul Pogba,30,",  M(CL)  ",191,84,21(5),1896	,3	,3	,3	,-	,1.2	,83	,2.1	,4	,7.06
18685,Premier League - 2020/2021,	5,https://www.whoscored.com/Players/99487/Show/Harry-Maguire,Harry Maguire,30,",  D(C)  ",194,90,34,3048	,2	,1	,11	,-	,1.1	,87.3	,4	,4	,7.04
18685,Premier League - 2020/2021,	6,https://www.whoscored.com/Players/118244/Show/Luke-Shaw,Luke Shaw,27,",  D(CL),M(L)  ",185,75,30(2),2657	,1	,5	,8	,-	,0.3	,85	,1.2	,2	,7.03
18685,Premier League - 2020/2021,	7,https://www.whoscored.com/Players/125793/Show/Alex-Telles,Alex Telles,30,",  D(CL),M(L)  ",181,71,8(1),692	,-	,2	,-	,-	,0.6	,84.7	,1.9	,-	,6.97
18685,Premier League - 2020/2021,	8,https://www.whoscored.com/Players/336915/Show/Scott-McTominay,Scott McTominay,26,",  D(C),DMC  ",193,88,24(8),2128	,4	,1	,3	,-	,0.8	,87	,1.5	,-	,6.93
18685,Premier League - 2020/2021,	9,https://www.whoscored.com/Players/413211/Show/Anthony-Elanga,Anthony Elanga,21,",  AM(LR)  ",178,70,2,156	,1	,-	,-	,-	,1	,75.5	,0.5	,1	,6.93
18685,Premier League - 2020/2021,	10,https://www.whoscored.com/Players/114397/Show/Fred,Fred,30,",  M(C)  ",169,64,27(3),2397	,1	,-	,5	,-	,0.8	,87.7	,0.3	,-	,6.92
18685,Premier League - 2020/2021,	11,https://www.whoscored.com/Players/312739/Show/Timothy-Fosu-Mensah,Timothy Fosu-Mensah,25,",  D(CR)  ",185,80,1,81	,-	,-	,1	,-	,1	,90.9	,1	,-	,6.92
18685,Premier League - 2020/2021,	12,https://www.whoscored.com/Players/122366/Show/Anthony-Martial,Anthony Martial,27,",  AM(LR),FW  ",181,76,17(5),1488	,4	,3	,-	,1	,2	,84.4	,0.8	,1	,6.84
18685,Premier League - 2020/2021,	13,https://www.whoscored.com/Players/386634/Show/Amad-Diallo,Amad Diallo,20,",  AM(CR)  ",173,72,2(1),167	,-	,1	,-	,-	,0.3	,82.5	,0.3	,-	,6.78
18685,Premier League - 2020/2021,	14,https://www.whoscored.com/Players/367782/Show/Mason-Greenwood,Mason Greenwood,21,",  AM(R),FW  ",181,70,21(10),1826	,7	,2	,2	,-	,2.2	,85	,0.2	,1	,6.72
18685,Premier League - 2020/2021,	15,https://www.whoscored.com/Players/100008/Show/Victor-Lindel%C3%B6f,Victor Lindelöf,28,",  D(CR)  ",187,80,29,2586	,1	,1	,-	,-	,0.1	,89.8	,2.2	,-	,6.69
18685,Premier League - 2020/2021,	16,https://www.whoscored.com/Players/24328/Show/Edinson-Cavani,Edinson Cavani,36,",  AM(LR),FW  ",184,71,13(13),1372	,10	,3	,4	,-	,1.3	,77.4	,0.4	,1	,6.67
18685,Premier League - 2020/2021,	17,https://www.whoscored.com/Players/304008/Show/Dean-Henderson,Dean Henderson,26,",  GK  ",188,85,12(1),1125	,-	,-	,3	,-	,-	,67.4	,0.5	,-	,6.65
18685,Premier League - 2020/2021,	18,https://www.whoscored.com/Players/302313/Show/Dan-James,Dan James,25,",  AM(CLR),FW  ",171,63,11(4),914	,3	,1	,3	,-	,1.1	,81.3	,0.3	,-	,6.61
18685,Premier League - 2020/2021,	19,https://www.whoscored.com/Players/38128/Show/Nemanja-Matic,Nemanja Matic,34,",  DMC  ",194,85,12(8),1102	,-	,-	,2	,-	,0.3	,90.3	,1	,-	,6.58
18685,Premier League - 2020/2021,	20,https://www.whoscored.com/Players/25363/Show/Juan-Mata,Juan Mata,35,",  AM(CLR)  ",170,63,6(3),510	,1	,2	,-	,-	,0.6	,85.7	,0.1	,-	,6.54
18685,Premier League - 2020/2021,	21,https://www.whoscored.com/Players/79554/Show/David-de-Gea,David de Gea,32,",  GK  ",192,76,26,2296	,-	,-	,-	,-	,-	,75.4	,0.2	,-	,6.47
18685,Premier League - 2020/2021,	22,https://www.whoscored.com/Players/243814/Show/Eric-Bailly,Eric Bailly,29,",  D(CR)  ",187,77,10(2),915	,-	,-	,3	,-	,0.2	,88.3	,2	,-	,6.41
18685,Premier League - 2020/2021,	23,https://www.whoscored.com/Players/275035/Show/Donny-van-de-Beek,Donny van de Beek,26,",  M(C)  ",184,76,4(15),515	,1	,1	,1	,-	,0.1	,86.1	,0.1	,-	,6.35
18685,Premier League - 2020/2021,	24,https://www.whoscored.com/Players/299271/Show/Axel-Tuanzebe,Axel Tuanzebe,25,",  D(CR)  ",186,75,4(5),402	,-	,-	,2	,-	,-	,88.6	,0.7	,-	,6.26
18685,Premier League - 2020/2021,	25,https://www.whoscored.com/Players/384143/Show/Brandon-Williams,Brandon Williams,22,",  D(L),M(L)  ",171,63,2(2),187	,-	,-	,-	,-	,0.3	,84.6	,-	,-	,6.21
18685,Premier League - 2020/2021,	26,https://www.whoscored.com/Players/416207/Show/Hannibal-Mejbri,Hannibal Mejbri,20,",  AM(C)  ",177,74,0(1),8	,-	,-	,-	,-	,-	,100	,-	,-	,6.17
18685,Premier League - 2020/2021,	27,https://www.whoscored.com/Players/410512/Show/Shola-Shoretire,Shola Shoretire,19,",  AM(C),FW  ",170,0,0(2),9	,-	,-	,-	,-	,-	,83.3	,0.5	,-	,6.01
18685,Premier League - 2020/2021,	28,https://www.whoscored.com/Players/413631/Show/William-Fish,William Fish,20,",  D(C)  ",185,0,0(1),1	,-	,-	,-	,-	,-	,-	,-	,-	,6.00
18685,Premier League - 2020/2021,	29,https://www.whoscored.com/Players/31376/Show/Odion-Ighalo,Odion Ighalo,33,",  AM(C),FW  ",185,80,0(1),9	,-	,-	,-	,-	,-	,100	,-	,-	,5.74
18066,Europa League - 2019/2020,	1,https://www.whoscored.com/Players/123761/Show/Bruno-Fernandes,Bruno Fernandes,28,",  M(CLR)  ",179,69,4(1),362	,3	,1	,-	,-	,4.8	,73.3	,0.4	,-	,7.70
18066,Europa League - 2019/2020,	2,https://www.whoscored.com/Players/97752/Show/Paul-Pogba,Paul Pogba,30,",  M(CL)  ",191,84,2(1),237	,-	,-	,-	,-	,1.3	,85.9	,2.3	,1	,7.58
18066,Europa League - 2019/2020,	3,https://www.whoscored.com/Players/8166/Show/Ashley-Young,Ashley Young,37,",  D(LR),M(LR)  ",175,65,2(1),170	,1	,1	,1	,-	,1	,84.3	,0.7	,-	,7.58
18066,Europa League - 2019/2020,	4,https://www.whoscored.com/Players/118244/Show/Luke-Shaw,Luke Shaw,27,",  D(CL),M(L)  ",185,75,4,360	,-	,1	,1	,-	,0.8	,86	,0.3	,-	,7.36
18066,Europa League - 2019/2020,	5,https://www.whoscored.com/Players/81726/Show/Phil-Jones,Phil Jones,31,",  D(CR),DMC  ",180,71,2(1),202	,-	,-	,1	,-	,-	,91.7	,2.7	,1	,7.33
18066,Europa League - 2019/2020,	6,https://www.whoscored.com/Players/114397/Show/Fred,Fred,30,",  M(C)  ",169,64,8(1),666	,2	,4	,1	,-	,1.3	,90	,0.6	,1	,7.33
18066,Europa League - 2019/2020,	7,https://www.whoscored.com/Players/31376/Show/Odion-Ighalo,Odion Ighalo,33,",  AM(C),FW  ",185,80,3(2),289	,2	,1	,-	,-	,1.8	,78.5	,0.2	,1	,7.30
18066,Europa League - 2019/2020,	8,https://www.whoscored.com/Players/367782/Show/Mason-Greenwood,Mason Greenwood,21,",  AM(R),FW  ",181,70,7(2),641	,5	,1	,-	,-	,2.7	,88.3	,0.2	,1	,7.28
18066,Europa League - 2019/2020,	9,https://www.whoscored.com/Players/99487/Show/Harry-Maguire,Harry Maguire,30,",  D(C)  ",194,90,9,818	,-	,-	,2	,-	,1.1	,87.9	,4	,-	,7.27
18066,Europa League - 2019/2020,	10,https://www.whoscored.com/Players/38128/Show/Nemanja-Matic,Nemanja Matic,34,",  DMC  ",194,85,4(1),410	,-	,-	,-	,-	,0.2	,89.4	,1.4	,-	,7.25
18066,Europa League - 2019/2020,	11,https://www.whoscored.com/Players/331924/Show/Aaron-Wan-Bissaka,Aaron Wan-Bissaka,25,",  D(R),M(R)  ",183,72,5,447	,-	,-	,-	,-	,-	,85	,0.6	,-	,7.23
18066,Europa League - 2019/2020,	12,https://www.whoscored.com/Players/336915/Show/Scott-McTominay,Scott McTominay,26,",  D(C),DMC  ",193,88,5(2),425	,1	,-	,1	,-	,1	,84.5	,1.3	,-	,7.23
18066,Europa League - 2019/2020,	13,https://www.whoscored.com/Players/353418/Show/Diogo-Dalot,Diogo Dalot,24,",  D(LR),M(R)  ",183,76,3,261	,-	,-	,1	,-	,0.7	,84	,1.7	,-	,7.22
18066,Europa League - 2019/2020,	14,https://www.whoscored.com/Players/299271/Show/Axel-Tuanzebe,Axel Tuanzebe,25,",  D(CR)  ",186,75,3,270	,-	,-	,-	,-	,-	,91.5	,4.7	,1	,7.22
18066,Europa League - 2019/2020,	15,https://www.whoscored.com/Players/384143/Show/Brandon-Williams,Brandon Williams,22,",  D(L),M(L)  ",171,63,8,729	,-	,-	,1	,-	,0.1	,85.8	,1.3	,-	,7.19
18066,Europa League - 2019/2020,	16,https://www.whoscored.com/Players/122366/Show/Anthony-Martial,Anthony Martial,27,",  AM(LR),FW  ",181,76,6(1),492	,4	,-	,-	,-	,2.1	,79.3	,0.6	,-	,7.18
18066,Europa League - 2019/2020,	17,https://www.whoscored.com/Players/25363/Show/Juan-Mata,Juan Mata,35,",  AM(CLR)  ",170,63,8(3),768	,2	,5	,-	,-	,1.5	,86.2	,-	,1	,7.13
18066,Europa League - 2019/2020,	18,https://www.whoscored.com/Players/70050/Show/Marcos-Rojo,Marcos Rojo,33,",  D(CL)  ",186,82,4,348	,-	,-	,-	,-	,0.8	,84.5	,2.5	,-	,7.13
18066,Europa League - 2019/2020,	19,https://www.whoscored.com/Players/243814/Show/Eric-Bailly,Eric Bailly,29,",  D(CR)  ",187,77,4,341	,-	,-	,1	,-	,0.3	,83.6	,3.8	,-	,7.12
18066,Europa League - 2019/2020,	20,https://www.whoscored.com/Players/300299/Show/Marcus-Rashford,Marcus Rashford,25,",  AM(CLR),FW  ",180,70,4(2),415	,1	,-	,1	,-	,3.3	,84	,0.5	,1	,7.05
18066,Europa League - 2019/2020,	21,https://www.whoscored.com/Players/338497/Show/Angel-Gomes,Angel Gomes,22,",  M(CL),FW  ",168,56,3,247	,-	,-	,-	,-	,2	,91.3	,0.3	,-	,6.84
18066,Europa League - 2019/2020,	22,https://www.whoscored.com/Players/243254/Show/Andreas-Pereira,Andreas Pereira,27,",  M(CLR)  ",178,71,2(4),230	,1	,-	,1	,-	,1.3	,81.5	,-	,-	,6.78
18066,Europa League - 2019/2020,	23,https://www.whoscored.com/Players/367781/Show/James-Garner,James Garner,22,",  M(C)  ",186,78,3(1),283	,-	,-	,-	,-	,0.5	,90	,0.8	,-	,6.67
18066,Europa League - 2019/2020,	24,https://www.whoscored.com/Players/109000/Show/Jesse-Lingard,Jesse Lingard,30,",  AM(CLR),FW  ",175,62,4(5),416	,2	,1	,1	,-	,1.8	,87.3	,-	,-	,6.67
18066,Europa League - 2019/2020,	25,https://www.whoscored.com/Players/33831/Show/Sergio-Romero,Sergio Romero,36,",  GK  ",192,87,9,840	,-	,-	,-	,-	,-	,76.4	,0.1	,-	,6.65
18066,Europa League - 2019/2020,	26,https://www.whoscored.com/Players/100008/Show/Victor-Lindel%C3%B6f,Victor Lindelöf,28,",  D(CR)  ",187,80,3(1),319	,-	,-	,-	,-	,0.3	,92.7	,1.5	,-	,6.63
18066,Europa League - 2019/2020,	27,https://www.whoscored.com/Players/302313/Show/Dan-James,Dan James,25,",  AM(CLR),FW  ",171,63,4(2),298	,1	,-	,-	,-	,0.8	,85.7	,0.2	,-	,6.56
18066,Europa League - 2019/2020,	28,https://www.whoscored.com/Players/365244/Show/Tahith-Chong,Tahith Chong,23,",  AM(CLR),FW  ",185,75,2(4),246	,-	,2	,-	,-	,0.5	,79	,0.5	,-	,6.56
18066,Europa League - 2019/2020,	29,https://www.whoscored.com/Players/79554/Show/David-de-Gea,David de Gea,32,",  GK  ",192,76,2,180	,-	,-	,-	,-	,-	,66	,-	,1	,6.47
18066,Europa League - 2019/2020,	30,https://www.whoscored.com/Players/388664/Show/Ethan-Laird,Ethan Laird,21,",  D(R),M(R)  ",177,70,1(1),112	,-	,-	,1	,-	,-	,82.1	,0.5	,-	,6.41
18066,Europa League - 2019/2020,	31,https://www.whoscored.com/Players/312739/Show/Timothy-Fosu-Mensah,Timothy Fosu-Mensah,25,",  D(CR)  ",185,80,1(1),87	,-	,-	,-	,-	,0.5	,80	,-	,-	,6.34
18066,Europa League - 2019/2020,	32,https://www.whoscored.com/Players/388671/Show/Teden-Mengi,Teden Mengi,21,",  D(C)  ",183,78,0(1),6	,-	,-	,-	,-	,-	,83.3	,-	,-	,6.33
18066,Europa League - 2019/2020,	33,https://www.whoscored.com/Players/376831/Show/Dylan-Levitt,Dylan Levitt,22,",  DMC  ",180,73,1,90	,-	,-	,1	,-	,2	,96.2	,-	,-	,6.30
18066,Europa League - 2019/2020,	34,https://www.whoscored.com/Players/388670/Show/D-39-Mani-Mellor,D'Mani Mellor,22,",  AM(L)  ",180,75,0(1),25	,-	,-	,-	,-	,-	,66.7	,1	,-	,6.20
18066,Europa League - 2019/2020,	35,https://www.whoscored.com/Players/8195/Show/Lee-Grant,Lee Grant,40,",  GK  ",193,83,1,90	,-	,-	,-	,-	,-	,55	,-	,-	,6.10
18066,Europa League - 2019/2020,	36,https://www.whoscored.com/Players/388667/Show/Ethan-Galbraith,Ethan Galbraith,22,",  M(C)  ",175,67,0(1),1	,-	,-	,-	,-	,-	,83.3	,-	,-	,6.01
18066,Europa League - 2019/2020,	37,https://www.whoscored.com/Players/388663/Show/Di-39-Shon-Bernard,Di'Shon Bernard,22,",  D(CR)  ",189,80,1,90	,-	,-	,-	,-	,-	,97.3	,1	,-	,5.93
18066,Europa League - 2019/2020,	38,https://www.whoscored.com/Players/388665/Show/Largie-Ramazani,Largie Ramazani,22,",  AM(L),FW  ",167,55,0(1),6	,-	,-	,-	,-	,-	,100	,-	,-	,5.92
17590,Premier League - 2019/2020,	1,https://www.whoscored.com/Players/123761/Show/Bruno-Fernandes,Bruno Fernandes,28,",  M(CLR)  ",179,69,14,1223	,8	,7	,2	,-	,3.1	,75.7	,0.2	,3	,7.73
17590,Premier League - 2019/2020,	2,https://www.whoscored.com/Players/300299/Show/Marcus-Rashford,Marcus Rashford,25,",  AM(CLR),FW  ",180,70,31,2655	,17	,7	,3	,-	,3.1	,77.3	,0.7	,7	,7.35
17590,Premier League - 2019/2020,	3,https://www.whoscored.com/Players/122366/Show/Anthony-Martial,Anthony Martial,27,",  AM(LR),FW  ",181,76,31(1),2640	,17	,6	,1	,-	,2.5	,80.6	,0.6	,4	,7.31
17590,Premier League - 2019/2020,	4,https://www.whoscored.com/Players/331924/Show/Aaron-Wan-Bissaka,Aaron Wan-Bissaka,25,",  D(R),M(R)  ",183,72,34(1),3102	,-	,4	,8	,-	,0.2	,81.3	,0.7	,3	,7.19
17590,Premier League - 2019/2020,	5,https://www.whoscored.com/Players/97752/Show/Paul-Pogba,Paul Pogba,30,",  M(CL)  ",191,84,13(3),1205	,1	,3	,1	,-	,1.4	,85.5	,1.8	,1	,7.18
17590,Premier League - 2019/2020,	6,https://www.whoscored.com/Players/99487/Show/Harry-Maguire,Harry Maguire,30,",  D(C)  ",194,90,38,3450	,1	,1	,6	,-	,0.8	,86.7	,4.6	,1	,7.12
17590,Premier League - 2019/2020,	7,https://www.whoscored.com/Players/38128/Show/Nemanja-Matic,Nemanja Matic,34,",  DMC  ",194,85,18(3),1613	,-	,2	,3	,-	,0.3	,87	,1.4	,1	,7.00
17590,Premier League - 2019/2020,	8,https://www.whoscored.com/Players/336915/Show/Scott-McTominay,Scott McTominay,26,",  D(C),DMC  ",193,88,20(7),1772	,4	,1	,2	,-	,1.1	,80.9	,1.6	,2	,6.92
17590,Premier League - 2019/2020,	9,https://www.whoscored.com/Players/114397/Show/Fred,Fred,30,",  M(C)  ",169,64,23(6),2189	,-	,-	,8	,-	,1.4	,87.5	,0.3	,-	,6.87
17590,Premier League - 2019/2020,	10,https://www.whoscored.com/Players/118244/Show/Luke-Shaw,Luke Shaw,27,",  D(CL),M(L)  ",185,75,20(4),1764	,-	,-	,7	,-	,0.5	,87.4	,1.3	,-	,6.85
17590,Premier League - 2019/2020,	11,https://www.whoscored.com/Players/8166/Show/Ashley-Young,Ashley Young,37,",  D(LR),M(LR)  ",175,65,10(2),954	,-	,-	,5	,-	,0.3	,80.6	,1.2	,-	,6.76
17590,Premier League - 2019/2020,	12,https://www.whoscored.com/Players/367782/Show/Mason-Greenwood,Mason Greenwood,21,",  AM(R),FW  ",181,70,12(19),1313	,10	,1	,-	,-	,1.3	,86.3	,0.2	,1	,6.73
17590,Premier League - 2019/2020,	13,https://www.whoscored.com/Players/100008/Show/Victor-Lindel%C3%B6f,Victor Lindelöf,28,",  D(CR)  ",187,80,35,3124	,1	,-	,6	,-	,0.2	,86.5	,2.7	,-	,6.71
17590,Premier League - 2019/2020,	14,https://www.whoscored.com/Players/384143/Show/Brandon-Williams,Brandon Williams,22,",  D(L),M(L)  ",171,63,11(6),1037	,1	,-	,6	,-	,0.4	,84.6	,0.6	,1	,6.71
17590,Premier League - 2019/2020,	15,https://www.whoscored.com/Players/302313/Show/Dan-James,Dan James,25,",  AM(CLR),FW  ",171,63,26(7),2292	,3	,6	,4	,-	,1.3	,78.7	,0.2	,1	,6.61
17590,Premier League - 2019/2020,	16,https://www.whoscored.com/Players/79554/Show/David-de-Gea,David de Gea,32,",  GK  ",192,76,38,3450	,-	,-	,2	,-	,-	,74.4	,0.2	,-	,6.57
17590,Premier League - 2019/2020,	17,https://www.whoscored.com/Players/243254/Show/Andreas-Pereira,Andreas Pereira,27,",  M(CLR)  ",178,71,18(7),1490	,1	,3	,3	,-	,1.5	,78.3	,0.4	,-	,6.55
17590,Premier League - 2019/2020,	18,https://www.whoscored.com/Players/243814/Show/Eric-Bailly,Eric Bailly,29,",  D(CR)  ",187,77,1(3),148	,-	,-	,-	,-	,-	,89.7	,2	,-	,6.44
17590,Premier League - 2019/2020,	19,https://www.whoscored.com/Players/81726/Show/Phil-Jones,Phil Jones,31,",  D(CR),DMC  ",180,71,2,136	,-	,-	,-	,-	,1	,83.5	,6.5	,-	,6.39
17590,Premier League - 2019/2020,	20,https://www.whoscored.com/Players/25363/Show/Juan-Mata,Juan Mata,35,",  AM(CLR)  ",170,63,8(11),783	,-	,2	,1	,-	,0.5	,87	,0.1	,-	,6.33
17590,Premier League - 2019/2020,	21,https://www.whoscored.com/Players/312739/Show/Timothy-Fosu-Mensah,Timothy Fosu-Mensah,25,",  D(CR)  ",185,80,2(1),137	,-	,-	,1	,-	,0.3	,84.4	,0.3	,-	,6.32
17590,Premier League - 2019/2020,	22,https://www.whoscored.com/Players/109000/Show/Jesse-Lingard,Jesse Lingard,30,",  AM(CLR),FW  ",175,62,9(13),932	,1	,-	,3	,-	,1	,87.7	,0.1	,-	,6.30
17590,Premier League - 2019/2020,	23,https://www.whoscored.com/Players/353418/Show/Diogo-Dalot,Diogo Dalot,24,",  D(LR),M(R)  ",183,76,1(3),66	,-	,-	,-	,-	,0.3	,74.5	,0.8	,-	,6.18
17590,Premier League - 2019/2020,	24,https://www.whoscored.com/Players/70050/Show/Marcos-Rojo,Marcos Rojo,33,",  D(CL)  ",186,82,1(2),122	,-	,-	,1	,-	,0.3	,69.6	,0.7	,-	,6.13
17590,Premier League - 2019/2020,	25,https://www.whoscored.com/Players/31376/Show/Odion-Ighalo,Odion Ighalo,33,",  AM(C),FW  ",185,80,0(11),122	,-	,-	,-	,-	,0.6	,88	,-	,-	,6.11
17590,Premier League - 2019/2020,	26,https://www.whoscored.com/Players/338497/Show/Angel-Gomes,Angel Gomes,22,",  M(CL),FW  ",168,56,0(2),19	,-	,-	,-	,-	,-	,84.6	,-	,-	,6.09
17590,Premier League - 2019/2020,	27,https://www.whoscored.com/Players/365244/Show/Tahith-Chong,Tahith Chong,23,",  AM(CLR),FW  ",185,75,0(3),34	,-	,-	,-	,-	,0.3	,64.3	,-	,-	,6.02
17590,Premier League - 2019/2020,	28,https://www.whoscored.com/Players/299271/Show/Axel-Tuanzebe,Axel Tuanzebe,25,",  D(CR)  ",186,75,2(3),187	,-	,-	,-	,-	,-	,88.2	,0.6	,-	,6.00
17590,Premier League - 2019/2020,	29,https://www.whoscored.com/Players/367781/Show/James-Garner,James Garner,22,",  M(C)  ",186,78,0(1),8	,-	,-	,-	,-	,-	,100	,-	,-	,6.00
16651,Champions League - 2018/2019,	1,https://www.whoscored.com/Players/22738/Show/Marouane-Fellaini,Marouane Fellaini,35,",  M(C)  ",194,85,3(2),302	,1	,-	,-	,-	,1	,89.2	,2.4	,1	,7.10
16651,Champions League - 2018/2019,	2,https://www.whoscored.com/Players/38128/Show/Nemanja-Matic,Nemanja Matic,34,",  DMC  ",194,85,6,540	,-	,-	,2	,-	,-	,87.9	,2.2	,-	,6.91
16651,Champions League - 2018/2019,	3,https://www.whoscored.com/Players/97752/Show/Paul-Pogba,Paul Pogba,30,",  M(CL)  ",191,84,8(1),730	,2	,1	,-	,1	,1.7	,85.2	,1.4	,1	,6.90
16651,Champions League - 2018/2019,	4,https://www.whoscored.com/Players/71345/Show/Chris-Smalling,Chris Smalling,33,",  D(CR)  ",194,81,8,720	,-	,-	,1	,-	,0.5	,84.7	,3.1	,-	,6.89
16651,Champions League - 2018/2019,	5,https://www.whoscored.com/Players/18296/Show/Antonio-Valencia,Antonio Valencia,37,",  D(R),M(R)  ",180,83,3,252	,-	,-	,2	,-	,-	,86.5	,-	,-	,6.81
16651,Champions League - 2018/2019,	6,https://www.whoscored.com/Players/118244/Show/Luke-Shaw,Luke Shaw,27,",  D(CL),M(L)  ",185,75,8,720	,-	,-	,3	,-	,0.5	,84.8	,0.8	,-	,6.80
16651,Champions League - 2018/2019,	7,https://www.whoscored.com/Players/336915/Show/Scott-McTominay,Scott McTominay,26,",  D(C),DMC  ",193,88,3,270	,-	,-	,-	,-	,0.3	,90.7	,1.3	,-	,6.79
16651,Champions League - 2018/2019,	8,https://www.whoscored.com/Players/300299/Show/Marcus-Rashford,Marcus Rashford,25,",  AM(CLR),FW  ",180,70,8(2),724	,2	,-	,1	,-	,3.1	,81.7	,0.7	,-	,6.68
16651,Champions League - 2018/2019,	9,https://www.whoscored.com/Players/81726/Show/Phil-Jones,Phil Jones,31,",  D(CR),DMC  ",180,71,3,270	,-	,-	,-	,-	,-	,92.6	,1.7	,-	,6.65
16651,Champions League - 2018/2019,	10,https://www.whoscored.com/Players/78498/Show/Romelu-Lukaku,Romelu Lukaku,30,",  AM(R),FW  ",191,93,6(3),546	,2	,1	,1	,-	,1.1	,73.4	,2.1	,1	,6.65
16651,Champions League - 2018/2019,	11,https://www.whoscored.com/Players/353418/Show/Diogo-Dalot,Diogo Dalot,24,",  D(LR),M(R)  ",183,76,2(2),243	,-	,-	,-	,-	,0.5	,78.6	,0.5	,-	,6.65
16651,Champions League - 2018/2019,	12,https://www.whoscored.com/Players/243814/Show/Eric-Bailly,Eric Bailly,29,",  D(CR)  ",187,77,4,306	,-	,-	,1	,-	,0.5	,87.3	,1.3	,-	,6.62
16651,Champions League - 2018/2019,	13,https://www.whoscored.com/Players/122366/Show/Anthony-Martial,Anthony Martial,27,",  AM(LR),FW  ",181,76,6(2),507	,1	,-	,1	,-	,1.5	,83.9	,0.3	,-	,6.56
16651,Champions League - 2018/2019,	14,https://www.whoscored.com/Players/100008/Show/Victor-Lindel%C3%B6f,Victor Lindelöf,28,",  D(CR)  ",187,80,7,630	,-	,-	,1	,-	,0.3	,89.1	,1.3	,-	,6.52
16651,Champions League - 2018/2019,	15,https://www.whoscored.com/Players/114397/Show/Fred,Fred,30,",  M(C)  ",169,64,6,460	,-	,1	,1	,-	,1	,86.8	,0.5	,-	,6.52
16651,Champions League - 2018/2019,	16,https://www.whoscored.com/Players/71174/Show/Ander-Herrera,Ander Herrera,33,",  M(C)  ",182,71,2,169	,-	,-	,2	,-	,2	,95.1	,-	,-	,6.51
16651,Champions League - 2018/2019,	17,https://www.whoscored.com/Players/79554/Show/David-de-Gea,David de Gea,32,",  GK  ",192,76,9,810	,-	,-	,-	,-	,-	,62.6	,-	,-	,6.49
16651,Champions League - 2018/2019,	18,https://www.whoscored.com/Players/8166/Show/Ashley-Young,Ashley Young,37,",  D(LR),M(LR)  ",175,65,6(1),582	,-	,1	,2	,-	,0.1	,80.6	,0.3	,-	,6.47
16651,Champions League - 2018/2019,	19,https://www.whoscored.com/Players/70050/Show/Marcos-Rojo,Marcos Rojo,33,",  D(CL)  ",186,82,1,46	,-	,-	,-	,-	,-	,84.6	,1	,-	,6.39
16651,Champions League - 2018/2019,	20,https://www.whoscored.com/Players/25363/Show/Juan-Mata,Juan Mata,35,",  AM(CLR)  ",170,63,2(4),275	,1	,-	,-	,-	,1.3	,90.2	,-	,-	,6.38
16651,Champions League - 2018/2019,	21,https://www.whoscored.com/Players/243254/Show/Andreas-Pereira,Andreas Pereira,27,",  M(CLR)  ",178,71,2(2),191	,-	,-	,-	,-	,0.5	,82.5	,0.8	,-	,6.37
16651,Champions League - 2018/2019,	22,https://www.whoscored.com/Players/25244/Show/Alexis-S%C3%A1nchez,Alexis Sánchez,34,",  M(CLR),FW  ",169,62,2(2),207	,-	,-	,-	,-	,1	,75.6	,0.5	,-	,6.32
16651,Champions League - 2018/2019,	23,https://www.whoscored.com/Players/109000/Show/Jesse-Lingard,Jesse Lingard,30,",  AM(CLR),FW  ",175,62,4(2),300	,-	,-	,1	,-	,0.5	,88.9	,-	,-	,6.18
16651,Champions League - 2018/2019,	24,https://www.whoscored.com/Players/367782/Show/Mason-Greenwood,Mason Greenwood,21,",  AM(R),FW  ",181,70,0(1),3	,-	,-	,-	,-	,-	,-	,-	,-	,6.15
16651,Champions League - 2018/2019,	25,https://www.whoscored.com/Players/365244/Show/Tahith-Chong,Tahith Chong,23,",  AM(CLR),FW  ",185,75,0(1),10	,-	,-	,-	,-	,-	,75	,-	,-	,6.15
16651,Champions League - 2018/2019,	26,https://www.whoscored.com/Players/33831/Show/Sergio-Romero,Sergio Romero,36,",  GK  ",192,87,1,90	,-	,-	,-	,-	,-	,57.1	,-	,-	,5.88
16368,Premier League - 2018/2019,	1,https://www.whoscored.com/Players/97752/Show/Paul-Pogba,Paul Pogba,30,",  M(CL)  ",191,84,34(1),3012	,13	,9	,6	,-	,3	,82.8	,1.7	,7	,7.31
16368,Premier League - 2018/2019,	2,https://www.whoscored.com/Players/71174/Show/Ander-Herrera,Ander Herrera,33,",  M(C)  ",182,71,16(6),1405	,2	,3	,4	,-	,1	,87.8	,0.2	,2	,6.96
16368,Premier League - 2018/2019,	3,https://www.whoscored.com/Players/300299/Show/Marcus-Rashford,Marcus Rashford,25,",  AM(CLR),FW  ",180,70,26(7),2345	,10	,6	,3	,1	,2.5	,78.1	,0.9	,3	,6.95
16368,Premier League - 2018/2019,	4,https://www.whoscored.com/Players/118244/Show/Luke-Shaw,Luke Shaw,27,",  D(CL),M(L)  ",185,75,29,2592	,1	,4	,11	,-	,0.7	,83.3	,1.7	,2	,6.91
